col1,col2,col3
1.1663771360051678,1.9938540776190936,-0.5589612723451413
-0.5122649547172298,-1.48773610416875,1.4662819200557615
1.4800345672890123,0.0766463068594261,-0.20746589180600744
-1.616749340269207,-1.7148479175487104,-0.5488772788903536
0.2464123161864866,-0.9155994089139132,0.1202754065222713
0.47492253495010817,0.438084703831166,0.23138616408790053
0.46624213948257276,1.4734287219262292,-0.9661933930929939
-1.7951021019972087,-0.10942140316160125,-0.9384550351131407
-2.1806889289132463,-0.08794801833521652,-0.32722680085659533
-5.355527896191078,0.6707475526324461,2.4275808237773635
-2.3151876451773794,0.9312790091744231,-1.3149220438540254
1.8216557467566905,-0.29044111702808884,-0.20022524118503912
0.1904786823298548,0.4162318355515401,1.3542514256200384
-2.2883780163912446,0.6785660895906817,-2.1090832559456687
2.9188200342017168,1.5181431669326957,0.010789409964552169
-1.9562178066303755,1.2940799993095786,-0.24973470266734682
-0.36383364441210253,1.4314445943364618,0.48286936817428666
1.6546606615644415,1.0615187187365789,1.828884704492576
-1.1668426795078428,0.7988094139182739,-1.67663863952595
-1.216496357117347,1.1539072589855368,-1.7028052542989904
1.036859737896814,0.5940031498604869,-0.4696648600179942
-0.1323931422638647,2.0712325491181423,1.223171636355422
1.1037016208089152,-1.0341336938799837,1.3549817368967927
-0.40813611651808873,0.9944804189047151,1.479881515689403
-1.1319831730174503,-0.1709487496452486,-0.9269521176816986
-1.0052379330071912,0.10163365708407844,0.18021573725511247
-0.7288224708903495,-0.9485962722127984,-1.2243220148351064
2.610189263876328,0.3543713169625535,0.214464772750289
-1.1969303267657898,-2.1416684227295955,-2.1341443367847046
0.18423290244256824,-0.5033996752084026,-0.033672659664591834
-0.8490491823386507,0.7938825974345528,-0.3624629937914065
-0.10884860094954742,1.4924291436688437,0.7051301393263838
0.8605920499494267,0.5036766489180475,0.8719077535680889
-0.8552907443401876,0.10302694670031007,1.3748138543814061
1.8007849187242548,0.2208382556112645,0.18014073771811673
-1.7577094064332102,-0.034658991451137315,-0.1563499025733747
-0.47284730625011484,-1.5461666986916527,-0.05824672722343606
1.335292142337278,0.7471490978363156,0.6638314001292173
1.109523856594474,-0.0797518436634651,-0.6317425239757353
-2.3213131864256744,-0.06341315647078791,-0.6786983317157993
-1.4878447337058125,0.5527832108326963,0.2594033904190061
-1.852720474251658,-0.6313201743935728,-0.44372221100562564
2.2873633358999883,-1.8392840807621875,-0.9147110735744025
-2.5993309721516913,0.8836712982501751,-2.7624237526581323
-2.0191708067423777,0.40491201930686244,0.4724225212927605
0.5095497237242864,2.6074722174720604,1.4827315474722689
1.6628980226041474,-1.5034428573231688,0.6712611929577658
2.3602980892662644,1.4563674724030211,-0.6120888168440504
-1.2177753023175937,-0.31807657665444156,-0.9521139342968848
2.6569763980895855,-1.6656343462612124,-1.05135144719954
0.7664446552806986,0.19782318834286708,0.3946460928809627
2.9080653085742267,1.4017744772084653,0.24436119080504318
1.9993784471551392,-0.17536528174009222,-0.8896983330192719
-0.7756040595872499,-2.38601525252208,-1.4204806761724864
-0.050156628475633944,-0.5925488678153461,0.77947485778582
2.3167937096997586,-0.7282780601536568,-1.995956904943945
